protein_id	protein_name	copy_number
BHFGHA_02595	transcription antiterminator/RNA stability regulator CspE	1
BHFGHA_02600	Uncharacterized protein YebO	1
BHFGHA_02605	Uncharacterized protein YobH	1
BHFGHA_02610	DNA-binding transcriptional regulator KdgR	1
BHFGHA_02615	Uncharacterized transporter YebQ	1
BHFGHA_02620	protease HtpX	1
BHFGHA_02625	carboxy terminal-processing peptidase	1
BHFGHA_02630	RNA chaperone ProQ	1
BHFGHA_02635	L-methionine (R)-S-oxide reductase	1
BHFGHA_02640	membrane integrity lipid transport subunit YebS	1
BHFGHA_02645	lipid-binding membrane homeostasis protein YebT	1
BHFGHA_02650	16S rRNA (cytosine(1407)-C(5))-methyltransferase RsmF	1
BHFGHA_02655	Uncharacterized protein YebV	1
BHFGHA_02660	Uncharacterized protein YebW	1
BHFGHA_02665	protein-serine/threonine phosphatase	1
BHFGHA_02680	Uncharacterized protein YebY	1
BHFGHA_02685	copper homeostasis membrane protein CopD	1
BHFGHA_02690	CopC domain-containing protein YobA	1
BHFGHA_02695	DNA polymerase III subunit theta	1
BHFGHA_02700	Uncharacterized protein YobB	1
BHFGHA_02705	exodeoxyribonuclease X	1
BHFGHA_02710	oligopeptidase B	1
BHFGHA_02715	Inner membrane protein YebE	1
BHFGHA_02720	hypothetical protein	1
BHFGHA_02725	protein YebF	1
BHFGHA_02730	DNA damage-inducible protein YebG	1
BHFGHA_02735	formate-dependent phosphoribosylglycinamide formyltransferase	1
BHFGHA_02740	bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase	1
BHFGHA_02745	phosphogluconate dehydratase	1
BHFGHA_02750	glucose-6-phosphate dehydrogenase	1
BHFGHA_02755	hypothetical protein	1
BHFGHA_02760	DNA-binding transcriptional regulator HexR	1
BHFGHA_02765	pyruvate kinase	1
BHFGHA_02770	lauroyl-Kdo(2)-lipid IV(A) myristoyltransferase	1
BHFGHA_02775	murein DD-endopeptidase MepM	1
BHFGHA_02780	zinc ABC transporter substrate-binding protein ZnuA	1
BHFGHA_02785	zinc ABC transporter ATP-binding protein ZnuC	1
BHFGHA_02790	zinc ABC transporter permease subunit ZnuB	1
BHFGHA_02795	Holliday junction branch migration DNA helicase RuvB	1
BHFGHA_02800	Holliday junction branch migration protein RuvA	1
BHFGHA_02805	Succinate dehydrogenase	1
BHFGHA_02810	Protein	1
BHFGHA_02815	crossover junction endodeoxyribonuclease RuvC	1
BHFGHA_02820	Holliday junction resolvase	1
BHFGHA_02825	YebC/PmpR family DNA-binding transcriptional regulator	1
BHFGHA_02830	dihydroneopterin triphosphate diphosphatase	1
BHFGHA_02835	aspartate--tRNA ligase	1
BHFGHA_02840	hydrolase	1
BHFGHA_02845	IS1380 family ISEc9 transposase	1
BHFGHA_02850	IS1380 family transposase	1
BHFGHA_02855	extended-spectrum class A beta-lactamase CTX-M-15	1
BHFGHA_02860	Tryptophan synthase beta chain like	1
BHFGHA_02865	Tn3 family transposase	1
BHFGHA_02870	IS6 family IS15DIV transposase	1
BHFGHA_02875	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5	1
BHFGHA_02880	oxacillin-hydrolyzing class D beta-lactamase OXA-1	1
BHFGHA_02885	type B-3 chloramphenicol O-acetyltransferase CatB3	1
BHFGHA_02890	IS6 family IS15DIV transposase	1
BHFGHA_02895	aminoglycoside N-acetyltransferase AAC(3)-IIe	1
BHFGHA_02900	ATP-binding protein	1
BHFGHA_02905	IS3 family ISKpn11 transposase ORF A	1
BHFGHA_02910	Mobile element protein	1
BHFGHA_02915	UPF0759 protein YecE	1
BHFGHA_02920	Inner membrane protein YecN	1
BHFGHA_02925	carboxy-S-adenosyl-L-methionine synthase CmoA	1
BHFGHA_02930	tRNA 5-methoxyuridine(34)/uridine 5-oxyacetic acid(34) synthase CmoB	1
BHFGHA_02940	Trimethylamine-N-oxide reductase 2	1
BHFGHA_02945	Trimethylamine-N-oxide reductase 2	1
BHFGHA_02950	Tetraheme cytochrome c subunit NapC of nitrate or TMAO reductase	1
BHFGHA_02960	copper homeostasis protein CutC	1
BHFGHA_02965	VOC family protein	1
BHFGHA_02970	arginine--tRNA ligase	1
BHFGHA_02975	flagellar protein FlhE	1
BHFGHA_02980	flagellar biosynthesis protein FlhA	1
BHFGHA_02985	flagellar biosynthesis protein FlhB	1
BHFGHA_02990	protein phosphatase CheZ	1
BHFGHA_02995	chemotaxis regulatory protein CheY	1
BHFGHA_03000	protein-glutamate methylesterase/protein glutamine deamidase	1
BHFGHA_03005	protein-glutamate O-methyltransferase CheR	1
BHFGHA_03010	Dipeptide chemoreceptor protein	1
BHFGHA_03015	methyl-accepting chemotaxis protein II	1
BHFGHA_03025	chemotaxis protein CheW	1
BHFGHA_03030	chemotaxis protein CheA	1
BHFGHA_03035	flagellar motor protein MotB	1
BHFGHA_03040	flagellar motor stator protein MotA	1
BHFGHA_03045	flagellar transcriptional regulator FlhC	1
BHFGHA_03050	flagellar transcriptional regulator FlhD	1
BHFGHA_03055	universal stress protein UspC	1
BHFGHA_03060	alpha,alpha-trehalose-phosphate synthase	1
BHFGHA_03065	trehalose-phosphatase	1
BHFGHA_03070	arabinose ABC transporter permease AraH	1
BHFGHA_03075	arabinose ABC transporter ATP-binding protein AraG	1
BHFGHA_03080	arabinose ABC transporter substrate-binding protein AraF	1
BHFGHA_03085	non-heme ferritin-like protein	1
BHFGHA_03090	Uncharacterized protein YecJ	1
BHFGHA_03095	stress response protein AzuC	1
BHFGHA_03100	Uncharacterized protein YecR	1
BHFGHA_03105	non-heme ferritin	1
BHFGHA_03110	Metal-binding protein	1
BHFGHA_03115	tyrosine transporter TyrP	1
BHFGHA_03120	UPF0149 family protein YecA	1
BHFGHA_03140	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	1
BHFGHA_03145	excinuclease ABC subunit UvrC	1
BHFGHA_03150	UvrY/SirA/GacA family response regulator transcription factor	1
BHFGHA_03155	DUF2594 domain-containing protein	1
BHFGHA_03160	transcriptional regulator SdiA	1
BHFGHA_03165	L-cystine ABC transporter ATP-binding protein TcyN	1
BHFGHA_03170	cystine ABC transporter permease	1
BHFGHA_03175	D-cysteine desulfhydrase	1
BHFGHA_03180	cystine ABC transporter substrate-binding protein	1
BHFGHA_03185	flagella biosynthesis regulatory protein FliZ	1
BHFGHA_03190	DNA-directed RNA polymerase specialized sigma subunit	1
BHFGHA_03195	DNA-directed RNA polymerase specialized sigma subunit	1
BHFGHA_03200	Flagellin	1
BHFGHA_03205	flagellar filament capping protein FliD	1
BHFGHA_03210	flagellar export chaperone FliS	1
BHFGHA_03215	flagella biosynthesis regulatory protein FliT	1
BHFGHA_03220	alpha-amylase	1
BHFGHA_03225	lipoprotein YedD	1
BHFGHA_03230	selenium metabolism membrane protein YedE/FdhT	1
BHFGHA_03235	sulfurtransferase-like selenium metabolism protein YedF	1
BHFGHA_03240	Abasic site processing protein YedK	1
BHFGHA_03245	Outer membrane porin OmpC/OmpF/PhoE	1
BHFGHA_03250	Uncharacterized HTH-type transcriptional regulator YbcM	1
BHFGHA_03255	Raf kinase inhibitor-like protein YbcL	1
BHFGHA_03260	multidrug efflux SMR transporter EmrE	1
BHFGHA_03265	flagellar hook-basal body complex protein FliE	1
BHFGHA_03270	flagellar basal-body MS-ring/collar protein FliF	1
BHFGHA_03275	flagellar motor switch protein FliG	1
BHFGHA_03280	flagellar assembly protein FliH	1
BHFGHA_03285	flagellar protein export ATPase FliI	1
BHFGHA_03290	flagellar export protein FliJ	1
BHFGHA_03295	Flagellar hook-length control protein	1
BHFGHA_03300	flagellar basal body-associated protein FliL	1
BHFGHA_03305	flagellar motor switch protein FliM	1
BHFGHA_03310	Flagellar motor switch protein FliN	1
BHFGHA_03315	flagellar biosynthetic protein FliO	1
BHFGHA_03320	flagellar type III secretion system pore protein FliP	1
BHFGHA_03325	flagellar biosynthesis protein FliQ	1
BHFGHA_03330	flagellar biosynthetic protein FliR	1
BHFGHA_03335	transcriptional regulator RcsA	1
BHFGHA_03340	protein DsrB	1
BHFGHA_03345	YodD family peroxide/acid resistance protein	1
BHFGHA_03355	mannosyl-3-phosphoglycerate phosphatase-related protein	1
BHFGHA_03360	cellulose biosynthesis regulator diguanylate cyclase DgcQ	1
BHFGHA_03365	DUF2158 domain-containing protein	1
BHFGHA_03370	Inner membrane protein YedI	1
BHFGHA_03375	drug/metabolite exporter YedA	1
BHFGHA_03380	VSPR family DNA mismatch endonuclease	1
BHFGHA_03385	DNA-cytosine methyltransferase	1
BHFGHA_03390	phosphohydrolase	1
BHFGHA_03400	Phage protein	1
BHFGHA_03405	Porin	1
BHFGHA_03410	glyoxalase III HchA	1
BHFGHA_03415	two-component system sensor histidine kinase HprS	1
BHFGHA_03420	response regulator transcription factor HprR	1
BHFGHA_03425	hydroxyisourate hydrolase	1
BHFGHA_03430	protein-methionine-sulfoxide reductase catalytic subunit MsrP	1
BHFGHA_03435	protein-methionine-sulfoxide reductase heme-binding subunit MsrQ	1
BHFGHA_03440	metal-binding protein ZinT	1
BHFGHA_03445	Integrase	1
BHFGHA_03450	VOC family protein	1
BHFGHA_03455	Bacterial shufflon protein N-terminal domain-containing protein	1
BHFGHA_03460	Type 4 secretion system PilS N-terminal domain-containing protein	1
BHFGHA_03465	Conjugal transfer protein TraD	1
BHFGHA_03470	hypothetical protein	1
BHFGHA_03475	hypothetical protein	1
BHFGHA_03480	hypothetical protein	1
BHFGHA_03485	hypothetical protein	1
BHFGHA_03490	MobQ family relaxase	1
BHFGHA_03495	Lysogenic conversion protein	1
BHFGHA_03500	Transmembrane protein	1
BHFGHA_03505	Lipoprotein	1
BHFGHA_03510	hypothetical protein	1
BHFGHA_03515	IS3 family IS2 transposase ORF A	1
BHFGHA_03520	IS3 family IS2 transposase ORF B	1
BHFGHA_03525	Phage protein	1
BHFGHA_03530	hypothetical protein	1
BHFGHA_03535	hypothetical protein	1
BHFGHA_03540	hypothetical protein	1
BHFGHA_03545	Conjugal transfer protein	1
BHFGHA_03550	hypothetical protein	1
BHFGHA_03555	MotA/TolQ/ExbB proton channel domain-containing protein	1
BHFGHA_03560	DotA/TraY family protein	1
BHFGHA_03565	Protein TraL	1
BHFGHA_03570	Restriction endonuclease type IV Mrr domain-containing protein	1
BHFGHA_03575	hypothetical protein	1
BHFGHA_03580	LysR family transcriptional regulator	1
BHFGHA_03585	Molecular chaperone	1
BHFGHA_03590	Plasmid replication protein RepL domain-containing protein	1
BHFGHA_03595	DUF4756 domain-containing protein	1
BHFGHA_03600	DNA-binding protein H-NS	1
BHFGHA_03605	hypothetical protein	1
BHFGHA_03610	Cytoplasmic protein	1
BHFGHA_03615	Putative DNA-binding protein	1
BHFGHA_03620	Cytoplasmic protein	1
BHFGHA_03625	Phage protein	1
BHFGHA_03630	ECs3513 protein	1
BHFGHA_03635	DUF4238 domain-containing protein	1
BHFGHA_03645	DgsA anti-repressor MtfA	1
BHFGHA_03655	Integrase/recombinase, includes phage integrase	1
BHFGHA_03660	salicylate synthase Irp9	1
BHFGHA_03665	putative signal transducer	1
BHFGHA_03670	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ	1
BHFGHA_03675	yersiniabactin ABC transporter ATP-binding/permease protein YbtP	1
BHFGHA_03680	yersiniabactin transcriptional regulator YbtA	1
BHFGHA_03685	Irp2	1
BHFGHA_03690	Irp2	1
BHFGHA_03695	yersiniabactin biosynthetic protein Irp1	1
BHFGHA_03700	yersiniabactin biosynthetic protein YbtU	1
BHFGHA_03705	yersiniabactin biosynthesis thioesterase YbtT	1
BHFGHA_03710	yersiniabactin biosynthesis salycil-AMP ligase YbtE	1
BHFGHA_03715	yersiniabactin receptor FyuA	1
BHFGHA_03720	Inverse autotransporter beta-domain domain-containing protein	1
BHFGHA_03725	Bacterial group 1 Ig-like protein	1
BHFGHA_03730	Invasin	1
BHFGHA_03735	ADP-heptose:LPS heptosyltransferase	1
BHFGHA_03740	shikimate transporter	1
BHFGHA_03745	AMP nucleosidase	1
BHFGHA_03750	putative transcriptional regulatory protein YeeN	1
BHFGHA_03760	toxic metabolite efflux MATE transporter YeeO	1
BHFGHA_03770	HTH-type transcriptional regulator Cbl	1
BHFGHA_03775	nitrogen assimilation transcriptional regulator NAC	1
BHFGHA_03785	SIS domain-containing protein	1
BHFGHA_03790	3-oxoacyl-ACP reductase	1
BHFGHA_03795	ribulose-phosphate 3-epimerase	1
BHFGHA_03800	PTS system, galactitol-specific IIC component	1
BHFGHA_03805	PTS galactitol transporter subunit IIB	1
BHFGHA_03810	PTS galactitol transporter subunit IIA	1
BHFGHA_03815	DeoR family transcriptional regulator	1
BHFGHA_03820	RpiB/LacA/LacB family sugar-phosphate isomerase	1
BHFGHA_03825	Phosphotransferase system, galactitol-specific IIC component	1
BHFGHA_03830	PTS galactitol transporter subunit IIB	1
BHFGHA_03835	PTS galactitol transporter subunit IIA	1
BHFGHA_03840	Sugar-binding domain-containing protein	1
BHFGHA_03845	L,D-transpeptidase	1
BHFGHA_03850	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	1
BHFGHA_03855	adenosylcobinamide-GDP ribazoletransferase	1
BHFGHA_03860	bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase	1
BHFGHA_03865	Cobalamin biosynthesis protein	1
BHFGHA_03870	regulatory protein PocR	1
BHFGHA_03880	propanediol diffusion facilitator PduF	1
BHFGHA_03885	propanediol utilization microcompartment protein PduA	1
BHFGHA_03890	propanediol utilization microcompartment protein PduB	1
BHFGHA_03895	propanediol dehydratase large subunit PduC	1
BHFGHA_03900	Propanediol dehydratase medium subunit PduD	1
BHFGHA_03905	propanediol dehydratase small subunit PduE	1
BHFGHA_03910	DD-reactivating factor swiveling domain-containing protein	1
BHFGHA_03915	propanediol utilization microcompartment protein PduJ	1
BHFGHA_03920	BMC domain-containing protein	1
BHFGHA_03925	Phosphate propanoyltransferase	1
BHFGHA_03930	microcompartment protein PduM	1
BHFGHA_03935	propanediol utilization microcompartment protein PduN	1
BHFGHA_03940	two-domain cob(I)yrinic acid a,c-diamide adenosyltransferase PduO	1
BHFGHA_03945	CoA-acylating propionaldehyde dehydrogenase PduP	1
BHFGHA_03950	Alcohol dehydrogenase iron-type/glycerol dehydrogenase GldA domain-containing protein	1
BHFGHA_03955	4Fe-4S ferredoxin-type domain-containing protein	1
BHFGHA_03960	propanediol utilization microcompartment protein PduT	1
BHFGHA_03965	propanediol utilization microcompartment protein PduU	1
BHFGHA_03970	EutP/PduV family microcompartment system protein	1
BHFGHA_03975	DUF496 domain-containing protein	1
BHFGHA_03980	Protein YoeJ	1
BHFGHA_03985	Inner membrane protein YeeA	1
BHFGHA_03990	DNA gyrase inhibitor	1
BHFGHA_03995	serine-type D-Ala-D-Ala carboxypeptidase DacD	1
BHFGHA_04000	exodeoxyribonuclease I	1
BHFGHA_04005	putrescine/proton symporter PlaP	1
BHFGHA_04010	Uncharacterized protein YoeI	1
BHFGHA_04020	Uncharacterized HTH-type transcriptional regulator YeeY	1
BHFGHA_04025	Protein YeeZ	1
BHFGHA_04030	type II toxin-antitoxin system mRNA interferase toxin YoeB	1
BHFGHA_04035	YoeB-YefM toxin-antitoxin system antitoxin YefM	1
BHFGHA_04040	his operon leader peptide	1
BHFGHA_04045	ATP phosphoribosyltransferase	1
BHFGHA_04050	Histidinol dehydrogenase	1
BHFGHA_04055	histidinol-phosphate transaminase	1
BHFGHA_04060	bifunctional histidinol-phosphatase/imidazoleglycerol-phosphate dehydratase HisB	1
BHFGHA_04065	imidazole glycerol phosphate synthase subunit HisH	1
BHFGHA_04070	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase	1
BHFGHA_04075	Imidazole glycerol phosphate synthase subunit HisF	1
BHFGHA_04080	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE	1
BHFGHA_04085	LPS O-antigen chain length determinant protein WzzB	1
BHFGHA_04090	UDP-glucose 6-dehydrogenase	1
BHFGHA_04095	NADP-dependent phosphogluconate dehydrogenase	1
BHFGHA_04100	O75 family O-antigen flippase	1
BHFGHA_04105	colanic acid biosynthesis phosphomannomutase CpsG	1
BHFGHA_04110	mannose-1-phosphate guanylyltransferase ManC	1
BHFGHA_04115	Glycosyl transferase family protein	1
BHFGHA_04120	Glycoside hydrolase family protein	1
BHFGHA_04125	O75 family O-antigen polymerase	1
BHFGHA_04130	Glycosyltransferase	1
BHFGHA_04135	dTDP-4-dehydrorhamnose 3,5-epimerase	1
BHFGHA_04140	glucose-1-phosphate thymidylyltransferase RfbA	1
BHFGHA_04145	dTDP-4-dehydrorhamnose reductase	1
BHFGHA_04150	dTDP-glucose 4,6-dehydratase	1
BHFGHA_04155	UTP--glucose-1-phosphate uridylyltransferase GalF	1
BHFGHA_04160	colanic acid biosynthesis protein WcaM	1
BHFGHA_04165	colanic acid biosynthesis glycosyltransferase WcaL	1
BHFGHA_04170	colanic acid biosynthesis pyruvyl transferase WcaK	1
BHFGHA_04195	colanic acid undecaprenyl disphosphate flippase WzxC	1
BHFGHA_04200	undecaprenyl-phosphate glucose phosphotransferase	1
BHFGHA_04205	colanic acid biosynthesis phosphomannomutase CpsG	1
BHFGHA_04210	mannose-1-phosphate guanylyltransferase ManC	1
BHFGHA_04215	colanic acid biosynthesis fucosyltransferase WcaI	1
BHFGHA_04220	GDP-mannose mannosyl hydrolase	1
BHFGHA_04225	GDP-L-fucose synthase	1
BHFGHA_04230	GDP-mannose 4,6-dehydratase	1
BHFGHA_04235	colanic acid biosynthesis acetyltransferase WcaF	1
BHFGHA_04240	colanic acid biosynthesis glycosyltransferase WcaE	1
BHFGHA_04245	colanic acid polymerase WcaD	1
BHFGHA_04250	colanic acid biosynthesis glycosyltransferase WcaC	1
BHFGHA_04255	colanic acid biosynthesis acetyltransferase WcaB	1
BHFGHA_04260	colanic acid biosynthesis glycosyltransferase WcaA	1
BHFGHA_04265	tyrosine-protein kinase Wzc	1
BHFGHA_04270	low molecular weight protein-tyrosine-phosphatase Wzb	1
BHFGHA_04275	polysaccharide export protein Wza	1
BHFGHA_04280	UPF0053 protein YegH	1
BHFGHA_04285	outer membrane assembly protein AsmA	1
BHFGHA_04290	dCTP deaminase	1
BHFGHA_04295	uridine kinase	1
BHFGHA_04300	diguanylate cyclase	1
BHFGHA_04305	DNA-3-methyladenine glycosylase 2	1
BHFGHA_04310	molecular chaperone	1
BHFGHA_04315	protein kinase YegI	1
BHFGHA_04320	Serine/threonine-protein phosphatase 3	1
BHFGHA_04325	Uncharacterized protein YegL	1
BHFGHA_04335	Type I toxin-antitoxin system Ibs family toxin	1
BHFGHA_04345	Type I toxin-antitoxin system Ibs family toxin	1
BHFGHA_04350	multidrug efflux RND transporter subunit MdtA	1
BHFGHA_04355	multidrug efflux RND transporter permease subunit MdtB	1
BHFGHA_04360	multidrug efflux RND transporter permease subunit MdtC	1
BHFGHA_04365	putative arabinose efflux permease AraJ, MFS family	1
BHFGHA_04370	two-component system sensor histidine kinase BaeS	1
BHFGHA_04375	two-component system response regulator BaeR	1
BHFGHA_04380	UPF0339 protein YegP	1
BHFGHA_04385	tRNA 5-hydroxyuridine modification protein YegQ	1
BHFGHA_04395	Lipoprotein	1
BHFGHA_04400	lipid kinase YegS	1
BHFGHA_04405	DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family	1
BHFGHA_04410	galactitol-1-phosphate 5-dehydrogenase	1
BHFGHA_04415	PTS galactitol transporter subunit IIB	1
BHFGHA_04420	PTS galactitol transporter subunit IIB	1
BHFGHA_04425	PTS galactitol transporter subunit IIA	1
BHFGHA_04430	tagatose-bisphosphate aldolase subunit GatZ	1
BHFGHA_04435	tagatose-bisphosphate aldolase subunit GatY	1
BHFGHA_04440	class I fructose-bisphosphate aldolase	1
BHFGHA_04445	Putative nucleoside transporter YegT	1
BHFGHA_04450	ADP-ribosylglycohydrolase family protein	1
BHFGHA_04455	Uncharacterized sugar kinase YegV	1
BHFGHA_04460	Uncharacterized HTH-type transcriptional regulator YegW	1
BHFGHA_04465	Uncharacterized protein YegX	1
BHFGHA_04470	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	1
BHFGHA_04475	hydroxyethylthiazole kinase	1
BHFGHA_04480	Ni(II)/Co(II)-binding transcriptional repressor RcnR	1
BHFGHA_04485	nickel/cobalt efflux protein RcnA	1
BHFGHA_04490	Ni(II)/Co(II) efflux transporter accessory subunit RcnB	1
BHFGHA_04495	putative fimbrial-like adhesin protein	1
BHFGHA_04500	Outer membrane usher protein YehB	1
BHFGHA_04505	putative fimbrial chaperone YehC	1
BHFGHA_04510	Uncharacterized fimbrial-like protein YehD	1
BHFGHA_04515	Fimbrial-like adhesin protein	1
BHFGHA_04520	iron-sulfur cluster carrier protein ApbC	1
BHFGHA_04525	methionine--tRNA ligase	1
BHFGHA_04530	putative regulator	1
BHFGHA_04535	Uncharacterized protein YehI	1
BHFGHA_04540	Protein	1
BHFGHA_04545	Small toxic protein ZorO	1
BHFGHA_04555	Uncharacterized protein YehL	1
BHFGHA_04560	YehM protein	1
BHFGHA_04565	Uncharacterized protein YehP	1
BHFGHA_04570	Protein YehQ	1
BHFGHA_04575	Uncharacterized lipoprotein YehR	1
BHFGHA_04580	Uncharacterized protein YehS	1
BHFGHA_04585	two-component system response regulator BtsR	1
BHFGHA_04590	two-component regulatory system sensor histidine kinase BtsS	1
BHFGHA_04595	HTH-type transcriptional regulator MlrA	1
BHFGHA_04600	protein YohO	1
BHFGHA_04605	glycine betaine ABC transporter permease YehW	1
BHFGHA_04610	glycine betaine ABC transporter ATP binding protein YehX	1
BHFGHA_04615	glycine betaine ABC transporter permease YehY	1
BHFGHA_04620	glycine betaine ABC transporter substrate-binding protein OsmF	1
BHFGHA_04625	beta-glucosidase BglX	1
BHFGHA_04630	D-lactate dehydrogenase	1
BHFGHA_04635	D-alanyl-D-alanine endopeptidase	1
BHFGHA_04640	Inner membrane protein YohC	1
BHFGHA_04645	Inner membrane protein YohD	1
